image_idx,row_upper_left,column_upper_left,row_centre,column_centre,x_coordinate,y_coordinate,geometry
111,0,16500,75,16575,363275.1154461877,4730164.941377874,POINT (363275.1154461877 4730164.941377874)
112,0,16650,75,16725,363425.1154461877,4730164.941377874,POINT (363425.1154461877 4730164.941377874)
113,0,16800,75,16875,363575.1154461877,4730164.941377874,POINT (363575.1154461877 4730164.941377874)
114,0,16950,75,17025,363725.1154461877,4730164.941377874,POINT (363725.1154461877 4730164.941377874)
115,0,17100,75,17175,363875.1154461877,4730164.941377874,POINT (363875.1154461877 4730164.941377874)
116,0,17250,75,17325,364025.1154461877,4730164.941377874,POINT (364025.1154461877 4730164.941377874)
117,0,17400,75,17475,364175.1154461877,4730164.941377874,POINT (364175.1154461877 4730164.941377874)
118,0,17550,75,17625,364325.1154461877,4730164.941377874,POINT (364325.1154461877 4730164.941377874)
119,0,17700,75,17775,364475.1154461877,4730164.941377874,POINT (364475.1154461877 4730164.941377874)
120,0,17850,75,17925,364625.1154461877,4730164.941377874,POINT (364625.1154461877 4730164.941377874)
121,0,18000,75,18075,364775.1154461877,4730164.941377874,POINT (364775.1154461877 4730164.941377874)
122,0,18150,75,18225,364925.1154461877,4730164.941377874,POINT (364925.1154461877 4730164.941377874)
123,0,18300,75,18375,365075.1154461877,4730164.941377874,POINT (365075.1154461877 4730164.941377874)
124,0,18450,75,18525,365225.1154461877,4730164.941377874,POINT (365225.1154461877 4730164.941377874)
125,0,18600,75,18675,365375.1154461877,4730164.941377874,POINT (365375.1154461877 4730164.941377874)
126,0,18750,75,18825,365525.1154461877,4730164.941377874,POINT (365525.1154461877 4730164.941377874)
127,0,18900,75,18975,365675.1154461877,4730164.941377874,POINT (365675.1154461877 4730164.941377874)
128,0,19050,75,19125,365825.1154461877,4730164.941377874,POINT (365825.1154461877 4730164.941377874)
129,0,19200,75,19275,365975.1154461877,4730164.941377874,POINT (365975.1154461877 4730164.941377874)
130,0,19350,75,19425,366125.1154461877,4730164.941377874,POINT (366125.1154461877 4730164.941377874)
131,0,19500,75,19575,366275.1154461877,4730164.941377874,POINT (366275.1154461877 4730164.941377874)
132,0,19650,75,19725,366425.1154461877,4730164.941377874,POINT (366425.1154461877 4730164.941377874)
133,0,19800,75,19875,366575.1154461877,4730164.941377874,POINT (366575.1154461877 4730164.941377874)
134,0,19950,75,20025,366725.1154461877,4730164.941377874,POINT (366725.1154461877 4730164.941377874)
135,0,20100,75,20175,366875.1154461877,4730164.941377874,POINT (366875.1154461877 4730164.941377874)
136,0,20250,75,20325,367025.1154461877,4730164.941377874,POINT (367025.1154461877 4730164.941377874)
137,0,20400,75,20475,367175.1154461877,4730164.941377874,POINT (367175.1154461877 4730164.941377874)
138,0,20550,75,20625,367325.1154461877,4730164.941377874,POINT (367325.1154461877 4730164.941377874)
139,0,20700,75,20775,367475.1154461877,4730164.941377874,POINT (367475.1154461877 4730164.941377874)
140,0,20850,75,20925,367625.1154461877,4730164.941377874,POINT (367625.1154461877 4730164.941377874)
141,0,21000,75,21075,367775.1154461877,4730164.941377874,POINT (367775.1154461877 4730164.941377874)
142,0,21150,75,21225,367925.1154461877,4730164.941377874,POINT (367925.1154461877 4730164.941377874)
143,0,21300,75,21375,368075.1154461877,4730164.941377874,POINT (368075.1154461877 4730164.941377874)
144,0,21450,75,21525,368225.1154461877,4730164.941377874,POINT (368225.1154461877 4730164.941377874)
145,0,21600,75,21675,368375.1154461877,4730164.941377874,POINT (368375.1154461877 4730164.941377874)
146,0,21750,75,21825,368525.1154461877,4730164.941377874,POINT (368525.1154461877 4730164.941377874)
147,0,21900,75,21975,368675.1154461877,4730164.941377874,POINT (368675.1154461877 4730164.941377874)
148,0,22050,75,22125,368825.1154461877,4730164.941377874,POINT (368825.1154461877 4730164.941377874)
149,0,22200,75,22275,368975.1154461877,4730164.941377874,POINT (368975.1154461877 4730164.941377874)
150,0,22350,75,22425,369125.1154461877,4730164.941377874,POINT (369125.1154461877 4730164.941377874)
151,150,0,225,75,346775.1154461877,4730014.941377874,POINT (346775.1154461877 4730014.941377874)
152,150,150,225,225,346925.1154461877,4730014.941377874,POINT (346925.1154461877 4730014.941377874)
153,150,300,225,375,347075.1154461877,4730014.941377874,POINT (347075.1154461877 4730014.941377874)
154,150,450,225,525,347225.1154461877,4730014.941377874,POINT (347225.1154461877 4730014.941377874)
155,150,600,225,675,347375.1154461877,4730014.941377874,POINT (347375.1154461877 4730014.941377874)
156,150,750,225,825,347525.1154461877,4730014.941377874,POINT (347525.1154461877 4730014.941377874)
157,150,900,225,975,347675.1154461877,4730014.941377874,POINT (347675.1154461877 4730014.941377874)
158,150,1050,225,1125,347825.1154461877,4730014.941377874,POINT (347825.1154461877 4730014.941377874)
159,150,1200,225,1275,347975.1154461877,4730014.941377874,POINT (347975.1154461877 4730014.941377874)
160,150,1350,225,1425,348125.1154461877,4730014.941377874,POINT (348125.1154461877 4730014.941377874)
161,150,1500,225,1575,348275.1154461877,4730014.941377874,POINT (348275.1154461877 4730014.941377874)
162,150,1650,225,1725,348425.1154461877,4730014.941377874,POINT (348425.1154461877 4730014.941377874)
163,150,1800,225,1875,348575.1154461877,4730014.941377874,POINT (348575.1154461877 4730014.941377874)
164,150,1950,225,2025,348725.1154461877,4730014.941377874,POINT (348725.1154461877 4730014.941377874)
165,150,2100,225,2175,348875.1154461877,4730014.941377874,POINT (348875.1154461877 4730014.941377874)
166,150,2250,225,2325,349025.1154461877,4730014.941377874,POINT (349025.1154461877 4730014.941377874)
167,150,2400,225,2475,349175.1154461877,4730014.941377874,POINT (349175.1154461877 4730014.941377874)
168,150,2550,225,2625,349325.1154461877,4730014.941377874,POINT (349325.1154461877 4730014.941377874)
169,150,2700,225,2775,349475.1154461877,4730014.941377874,POINT (349475.1154461877 4730014.941377874)
170,150,2850,225,2925,349625.1154461877,4730014.941377874,POINT (349625.1154461877 4730014.941377874)
171,150,3000,225,3075,349775.1154461877,4730014.941377874,POINT (349775.1154461877 4730014.941377874)
172,150,3150,225,3225,349925.1154461877,4730014.941377874,POINT (349925.1154461877 4730014.941377874)
173,150,3300,225,3375,350075.1154461877,4730014.941377874,POINT (350075.1154461877 4730014.941377874)
174,150,3450,225,3525,350225.1154461877,4730014.941377874,POINT (350225.1154461877 4730014.941377874)
175,150,3600,225,3675,350375.1154461877,4730014.941377874,POINT (350375.1154461877 4730014.941377874)
176,150,3750,225,3825,350525.1154461877,4730014.941377874,POINT (350525.1154461877 4730014.941377874)
177,150,3900,225,3975,350675.1154461877,4730014.941377874,POINT (350675.1154461877 4730014.941377874)
178,150,4050,225,4125,350825.1154461877,4730014.941377874,POINT (350825.1154461877 4730014.941377874)
179,150,4200,225,4275,350975.1154461877,4730014.941377874,POINT (350975.1154461877 4730014.941377874)
180,150,4350,225,4425,351125.1154461877,4730014.941377874,POINT (351125.1154461877 4730014.941377874)
181,150,4500,225,4575,351275.1154461877,4730014.941377874,POINT (351275.1154461877 4730014.941377874)
182,150,4650,225,4725,351425.1154461877,4730014.941377874,POINT (351425.1154461877 4730014.941377874)
183,150,4800,225,4875,351575.1154461877,4730014.941377874,POINT (351575.1154461877 4730014.941377874)
184,150,4950,225,5025,351725.1154461877,4730014.941377874,POINT (351725.1154461877 4730014.941377874)
185,150,5100,225,5175,351875.1154461877,4730014.941377874,POINT (351875.1154461877 4730014.941377874)
186,150,5250,225,5325,352025.1154461877,4730014.941377874,POINT (352025.1154461877 4730014.941377874)
187,150,5400,225,5475,352175.1154461877,4730014.941377874,POINT (352175.1154461877 4730014.941377874)
188,150,5550,225,5625,352325.1154461877,4730014.941377874,POINT (352325.1154461877 4730014.941377874)
189,150,5700,225,5775,352475.1154461877,4730014.941377874,POINT (352475.1154461877 4730014.941377874)
190,150,5850,225,5925,352625.1154461877,4730014.941377874,POINT (352625.1154461877 4730014.941377874)
191,150,6000,225,6075,352775.1154461877,4730014.941377874,POINT (352775.1154461877 4730014.941377874)
192,150,6150,225,6225,352925.1154461877,4730014.941377874,POINT (352925.1154461877 4730014.941377874)
193,150,6300,225,6375,353075.1154461877,4730014.941377874,POINT (353075.1154461877 4730014.941377874)
194,150,6450,225,6525,353225.1154461877,4730014.941377874,POINT (353225.1154461877 4730014.941377874)
195,150,6600,225,6675,353375.1154461877,4730014.941377874,POINT (353375.1154461877 4730014.941377874)
196,150,6750,225,6825,353525.1154461877,4730014.941377874,POINT (353525.1154461877 4730014.941377874)
197,150,6900,225,6975,353675.1154461877,4730014.941377874,POINT (353675.1154461877 4730014.941377874)
198,150,7050,225,7125,353825.1154461877,4730014.941377874,POINT (353825.1154461877 4730014.941377874)
199,150,7200,225,7275,353975.1154461877,4730014.941377874,POINT (353975.1154461877 4730014.941377874)
200,150,7350,225,7425,354125.1154461877,4730014.941377874,POINT (354125.1154461877 4730014.941377874)
201,150,7500,225,7575,354275.1154461877,4730014.941377874,POINT (354275.1154461877 4730014.941377874)
202,150,7650,225,7725,354425.1154461877,4730014.941377874,POINT (354425.1154461877 4730014.941377874)
203,150,7800,225,7875,354575.1154461877,4730014.941377874,POINT (354575.1154461877 4730014.941377874)
204,150,7950,225,8025,354725.1154461877,4730014.941377874,POINT (354725.1154461877 4730014.941377874)
205,150,8100,225,8175,354875.1154461877,4730014.941377874,POINT (354875.1154461877 4730014.941377874)
206,150,8250,225,8325,355025.1154461877,4730014.941377874,POINT (355025.1154461877 4730014.941377874)
207,150,8400,225,8475,355175.1154461877,4730014.941377874,POINT (355175.1154461877 4730014.941377874)
208,150,8550,225,8625,355325.1154461877,4730014.941377874,POINT (355325.1154461877 4730014.941377874)
209,150,8700,225,8775,355475.1154461877,4730014.941377874,POINT (355475.1154461877 4730014.941377874)
210,150,8850,225,8925,355625.1154461877,4730014.941377874,POINT (355625.1154461877 4730014.941377874)
211,150,9000,225,9075,355775.1154461877,4730014.941377874,POINT (355775.1154461877 4730014.941377874)
212,150,9150,225,9225,355925.1154461877,4730014.941377874,POINT (355925.1154461877 4730014.941377874)
213,150,9300,225,9375,356075.1154461877,4730014.941377874,POINT (356075.1154461877 4730014.941377874)
214,150,9450,225,9525,356225.1154461877,4730014.941377874,POINT (356225.1154461877 4730014.941377874)
215,150,9600,225,9675,356375.1154461877,4730014.941377874,POINT (356375.1154461877 4730014.941377874)
216,150,9750,225,9825,356525.1154461877,4730014.941377874,POINT (356525.1154461877 4730014.941377874)
217,150,9900,225,9975,356675.1154461877,4730014.941377874,POINT (356675.1154461877 4730014.941377874)
218,150,10050,225,10125,356825.1154461877,4730014.941377874,POINT (356825.1154461877 4730014.941377874)
219,150,10200,225,10275,356975.1154461877,4730014.941377874,POINT (356975.1154461877 4730014.941377874)
220,150,10350,225,10425,357125.1154461877,4730014.941377874,POINT (357125.1154461877 4730014.941377874)
221,150,10500,225,10575,357275.1154461877,4730014.941377874,POINT (357275.1154461877 4730014.941377874)
222,150,10650,225,10725,357425.1154461877,4730014.941377874,POINT (357425.1154461877 4730014.941377874)
223,150,10800,225,10875,357575.1154461877,4730014.941377874,POINT (357575.1154461877 4730014.941377874)
224,150,10950,225,11025,357725.1154461877,4730014.941377874,POINT (357725.1154461877 4730014.941377874)
225,150,11100,225,11175,357875.1154461877,4730014.941377874,POINT (357875.1154461877 4730014.941377874)
226,150,11250,225,11325,358025.1154461877,4730014.941377874,POINT (358025.1154461877 4730014.941377874)
227,150,11400,225,11475,358175.1154461877,4730014.941377874,POINT (358175.1154461877 4730014.941377874)
228,150,11550,225,11625,358325.1154461877,4730014.941377874,POINT (358325.1154461877 4730014.941377874)
229,150,11700,225,11775,358475.1154461877,4730014.941377874,POINT (358475.1154461877 4730014.941377874)
230,150,11850,225,11925,358625.1154461877,4730014.941377874,POINT (358625.1154461877 4730014.941377874)
231,150,12000,225,12075,358775.1154461877,4730014.941377874,POINT (358775.1154461877 4730014.941377874)
232,150,12150,225,12225,358925.1154461877,4730014.941377874,POINT (358925.1154461877 4730014.941377874)
233,150,12300,225,12375,359075.1154461877,4730014.941377874,POINT (359075.1154461877 4730014.941377874)
234,150,12450,225,12525,359225.1154461877,4730014.941377874,POINT (359225.1154461877 4730014.941377874)
235,150,12600,225,12675,359375.1154461877,4730014.941377874,POINT (359375.1154461877 4730014.941377874)
236,150,12750,225,12825,359525.1154461877,4730014.941377874,POINT (359525.1154461877 4730014.941377874)
237,150,12900,225,12975,359675.1154461877,4730014.941377874,POINT (359675.1154461877 4730014.941377874)
238,150,13050,225,13125,359825.1154461877,4730014.941377874,POINT (359825.1154461877 4730014.941377874)
239,150,13200,225,13275,359975.1154461877,4730014.941377874,POINT (359975.1154461877 4730014.941377874)
240,150,13350,225,13425,360125.1154461877,4730014.941377874,POINT (360125.1154461877 4730014.941377874)
241,150,13500,225,13575,360275.1154461877,4730014.941377874,POINT (360275.1154461877 4730014.941377874)
242,150,13650,225,13725,360425.1154461877,4730014.941377874,POINT (360425.1154461877 4730014.941377874)
243,150,13800,225,13875,360575.1154461877,4730014.941377874,POINT (360575.1154461877 4730014.941377874)
244,150,13950,225,14025,360725.1154461877,4730014.941377874,POINT (360725.1154461877 4730014.941377874)
245,150,14100,225,14175,360875.1154461877,4730014.941377874,POINT (360875.1154461877 4730014.941377874)
246,150,14250,225,14325,361025.1154461877,4730014.941377874,POINT (361025.1154461877 4730014.941377874)
247,150,14400,225,14475,361175.1154461877,4730014.941377874,POINT (361175.1154461877 4730014.941377874)
248,150,14550,225,14625,361325.1154461877,4730014.941377874,POINT (361325.1154461877 4730014.941377874)
249,150,14700,225,14775,361475.1154461877,4730014.941377874,POINT (361475.1154461877 4730014.941377874)
250,150,14850,225,14925,361625.1154461877,4730014.941377874,POINT (361625.1154461877 4730014.941377874)
251,150,15000,225,15075,361775.1154461877,4730014.941377874,POINT (361775.1154461877 4730014.941377874)
252,150,15150,225,15225,361925.1154461877,4730014.941377874,POINT (361925.1154461877 4730014.941377874)
253,150,15300,225,15375,362075.1154461877,4730014.941377874,POINT (362075.1154461877 4730014.941377874)
254,150,15450,225,15525,362225.1154461877,4730014.941377874,POINT (362225.1154461877 4730014.941377874)
255,150,15600,225,15675,362375.1154461877,4730014.941377874,POINT (362375.1154461877 4730014.941377874)
256,150,15750,225,15825,362525.1154461877,4730014.941377874,POINT (362525.1154461877 4730014.941377874)
257,150,15900,225,15975,362675.1154461877,4730014.941377874,POINT (362675.1154461877 4730014.941377874)
258,150,16050,225,16125,362825.1154461877,4730014.941377874,POINT (362825.1154461877 4730014.941377874)
259,150,16200,225,16275,362975.1154461877,4730014.941377874,POINT (362975.1154461877 4730014.941377874)
260,150,16350,225,16425,363125.1154461877,4730014.941377874,POINT (363125.1154461877 4730014.941377874)
261,150,16500,225,16575,363275.1154461877,4730014.941377874,POINT (363275.1154461877 4730014.941377874)
262,150,16650,225,16725,363425.1154461877,4730014.941377874,POINT (363425.1154461877 4730014.941377874)
263,150,16800,225,16875,363575.1154461877,4730014.941377874,POINT (363575.1154461877 4730014.941377874)
264,150,16950,225,17025,363725.1154461877,4730014.941377874,POINT (363725.1154461877 4730014.941377874)
265,150,17100,225,17175,363875.1154461877,4730014.941377874,POINT (363875.1154461877 4730014.941377874)
266,150,17250,225,17325,364025.1154461877,4730014.941377874,POINT (364025.1154461877 4730014.941377874)
267,150,17400,225,17475,364175.1154461877,4730014.941377874,POINT (364175.1154461877 4730014.941377874)
268,150,17550,225,17625,364325.1154461877,4730014.941377874,POINT (364325.1154461877 4730014.941377874)
269,150,17700,225,17775,364475.1154461877,4730014.941377874,POINT (364475.1154461877 4730014.941377874)
270,150,17850,225,17925,364625.1154461877,4730014.941377874,POINT (364625.1154461877 4730014.941377874)
271,150,18000,225,18075,364775.1154461877,4730014.941377874,POINT (364775.1154461877 4730014.941377874)
272,150,18150,225,18225,364925.1154461877,4730014.941377874,POINT (364925.1154461877 4730014.941377874)
273,150,18300,225,18375,365075.1154461877,4730014.941377874,POINT (365075.1154461877 4730014.941377874)
274,150,18450,225,18525,365225.1154461877,4730014.941377874,POINT (365225.1154461877 4730014.941377874)
275,150,18600,225,18675,365375.1154461877,4730014.941377874,POINT (365375.1154461877 4730014.941377874)
276,150,18750,225,18825,365525.1154461877,4730014.941377874,POINT (365525.1154461877 4730014.941377874)
277,150,18900,225,18975,365675.1154461877,4730014.941377874,POINT (365675.1154461877 4730014.941377874)
278,150,19050,225,19125,365825.1154461877,4730014.941377874,POINT (365825.1154461877 4730014.941377874)
279,150,19200,225,19275,365975.1154461877,4730014.941377874,POINT (365975.1154461877 4730014.941377874)
280,150,19350,225,19425,366125.1154461877,4730014.941377874,POINT (366125.1154461877 4730014.941377874)
281,150,19500,225,19575,366275.1154461877,4730014.941377874,POINT (366275.1154461877 4730014.941377874)
282,150,19650,225,19725,366425.1154461877,4730014.941377874,POINT (366425.1154461877 4730014.941377874)
283,150,19800,225,19875,366575.1154461877,4730014.941377874,POINT (366575.1154461877 4730014.941377874)
284,150,19950,225,20025,366725.1154461877,4730014.941377874,POINT (366725.1154461877 4730014.941377874)
